"gender, ['female' 'male']","race_ethnicity, ['group B' 'group C' 'group A' 'group D' 'group E']","parental_level_of_education, [""bachelor's degree"" 'some college' ""master's degree"" ""associate's degree""
 'high school' 'some high school']","lunch, ['standard' 'free/reduced']","test_preparation_course, ['none' 'completed']",reading_score,writing_score
[1. 0.],[0. 1. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],[1. 0.],[0. 1.],-0.2856870705950429,-0.2010790414668845
[0. 1.],[0. 0. 0. 1. 0.],[0. 0. 1. 0. 0. 0.],[1. 0.],[0. 1.],0.05694553985715561,0.062285780362695546
[0. 1.],[0. 0. 0. 0. 1.],[0. 0. 0. 0. 0. 1.],[0. 1.],[1. 0.],-0.35421359268548264,-0.5302850687538596
[0. 1.],[0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0.],[1. 0.],[0. 1.],-0.9024257694090002,-1.0570147124130196
[1. 0.],[0. 0. 0. 1. 0.],[0. 0. 1. 0. 0. 0.],[1. 0.],[1. 0.],-0.5597931589568017,0.19396819127748557
[0. 1.],[0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0.],[1. 0.],[1. 0.],-1.7932705565847165,-1.5837443560721798
[1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1.],[1. 0.],[0. 1.],-0.9024257694090002,-1.1228559178704147
[0. 1.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 1. 0.],[1. 0.],[1. 0.],0.33105162821891443,0.12812698582009055
[0. 1.],[0. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 0.],[1. 0.],[0. 1.],-0.8338992473185606,-0.39860265783906956
[0. 1.],[0. 0. 0. 1. 0.],[1. 0. 0. 0. 0. 0.],[1. 0.],[1. 0.],0.1254720619475953,0.3256506021922756
[0. 1.],[0. 0. 1. 0. 0.],[0. 1. 0. 0. 0. 0.],[1. 0.],[1. 0.],0.3995781503093541,0.3914918076496706
[0. 1.],[0. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0.],[0. 1.],[1. 0.],1.2218964153946306,1.444951094967991
[0. 1.],[0. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 0.],[1. 0.],[0. 1.],-0.4227401147759223,-0.6619674796686495
[0. 1.],[1. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],[0. 1.],[0. 1.],-0.8338992473185606,-0.9911735069556247
[1. 0.],[0. 0. 0. 0. 1.],[0. 0. 1. 0. 0. 0.],[1. 0.],[0. 1.],-0.7653727252281208,-0.7278086851260446
[0. 1.],[0. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 0.],[0. 1.],[1. 0.],0.8107372828519923,1.1157450676810157
[0. 1.],[0. 0. 0. 1. 0.],[0. 0. 0. 0. 0. 1.],[0. 1.],[1. 0.],-0.08010750432372381,0.062285780362695546
[0. 1.],[0. 0. 1. 0. 0.],[0. 0. 0. 1. 0. 0.],[1. 0.],[1. 0.],-0.2171605485046032,0.25980939673488057
[1. 0.],[0. 0. 0. 1. 0.],[0. 0. 0. 1. 0. 0.],[0. 1.],[0. 1.],1.4960025037563893,1.8399983277123608
[0. 1.],[0. 0. 1. 0. 0.],[0. 0. 1. 0. 0. 0.],[0. 1.],[0. 1.],-0.2171605485046032,-0.2669202469242795
[0. 1.],[1. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 1.],[1. 0.],[1. 0.],-0.491266636866362,-0.46444386329646453
[1. 0.],[0. 1. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],[0. 1.],[0. 1.],-0.08010750432372381,-0.46444386329646453
[1. 0.],[0. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0.],[0. 1.],[0. 1.],-0.5597931589568017,-0.6619674796686495
[0. 1.],[0. 1. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],[0. 1.],[0. 1.],0.8792638049424321,0.7865390403940407
[1. 0.],[0. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 0.],[1. 0.],[0. 1.],-0.7653727252281208,-0.5302850687538596
[0. 1.],[0. 1. 0. 0. 0.],[0. 0. 0. 0. 0. 1.],[1. 0.],[1. 0.],-1.3135849019516386,-1.0570147124130196
[1. 0.],[0. 0. 0. 0. 1.],[0. 0. 1. 0. 0. 0.],[1. 0.],[1. 0.],0.3995781503093541,0.3256506021922756
[0. 1.],[0. 0. 0. 0. 1.],[0. 0. 1. 0. 0. 0.],[0. 1.],[0. 1.],0.26252510612847474,0.19396819127748557
[1. 0.],[0. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 0.],[0. 1.],[1. 0.],0.5366311944902336,0.9840626567662257
[1. 0.],[0. 0. 0. 0. 1.],[0. 0. 0. 0. 0. 1.],[1. 0.],[0. 1.],0.33105162821891443,0.25980939673488057
[0. 1.],[0. 0. 1. 0. 0.],[0. 0. 1. 0. 0. 0.],[0. 1.],[1. 0.],-1.176531857770759,-0.9253323014982296
[1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 1. 0.],[0. 1.],[0. 1.],-0.0115809822332841,0.062285780362695546
[0. 1.],[0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0.],[0. 1.],[0. 1.],-0.8338992473185606,-0.39860265783906956
[0. 1.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 1. 0.],[0. 1.],[0. 1.],1.2218964153946306,0.8523802458514357
[1. 0.],[0. 0. 0. 1. 0.],[0. 0. 0. 1. 0. 0.],[0. 1.],[0. 1.],2.112741202570347,2.103363149541941
[1. 0.],[0. 0. 0. 1. 0.],[0. 0. 1. 0. 0. 0.],[0. 1.],[0. 1.],-0.4227401147759223,-0.5961262742112545
[0. 1.],[0. 0. 1. 0. 0.],[0. 0. 1. 0. 0. 0.],[0. 1.],[0. 1.],0.8107372828519923,0.19396819127748557
[1. 0.],[1. 0. 0. 0. 0.],[0. 0. 0. 0. 1. 0.],[0. 1.],[0. 1.],-0.7653727252281208,-0.2669202469242795
[1. 0.],[0. 0. 0. 1. 0.],[0. 0. 0. 0. 0. 1.],[1. 0.],[0. 1.],-1.0394788135898796,-0.9911735069556247
[1. 0.],[0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0.],[0. 1.],[0. 1.],2.112741202570347,2.103363149541941
[1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1.],[1. 0.],[1. 0.],0.4681046723997938,0.45733301310706564
[0. 1.],[0. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 0.],[0. 1.],[0. 1.],-0.8338992473185606,-0.6619674796686495
[1. 0.],[0. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 0.],[0. 1.],[0. 1.],0.05694553985715561,0.25980939673488057
[0. 1.],[1. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 1.],[0. 1.],[1. 0.],-0.08010750432372381,-0.2669202469242795
[0. 1.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 1. 0.],[0. 1.],[0. 1.],-0.4227401147759223,-0.5302850687538596
[1. 0.],[0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0.],[0. 1.],[0. 1.],0.4681046723997938,-0.06939663055209448
[1. 0.],[0. 1. 0. 0. 0.],[0. 1. 0. 0. 0. 0.],[0. 1.],[0. 1.],1.0163168491233114,0.7865390403940407
[1. 0.],[0. 0. 0. 1. 0.],[0. 1. 0. 0. 0. 0.],[0. 1.],[0. 1.],2.112741202570347,2.103363149541941
[0. 1.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1.],[0. 1.],[1. 0.],0.19399858403803502,0.062285780362695546
[1. 0.],[1. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],[1. 0.],[1. 0.],-1.3135849019516386,-0.5302850687538596
[1. 0.],[0. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 0.],[1. 0.],[0. 1.],-0.2856870705950429,-0.46444386329646453
[1. 0.],[1. 0. 0. 0. 0.],[0. 0. 0. 0. 1. 0.],[0. 1.],[0. 1.],-0.4227401147759223,-0.06939663055209448
[1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 1. 0.],[0. 1.],[1. 0.],0.8792638049424321,0.5890154240218557
[0. 1.],[0. 1. 0. 0. 0.],[0. 0. 0. 0. 1. 0.],[1. 0.],[1. 0.],-0.491266636866362,-0.5302850687538596
[0. 1.],[0. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0.],[0. 1.],[0. 1.],-0.2856870705950429,-0.6619674796686495
[0. 1.],[0. 0. 0. 1. 0.],[0. 0. 1. 0. 0. 0.],[0. 1.],[1. 0.],-1.9303236007655957,-1.3203795342425997
[1. 0.],[0. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0.],[0. 1.],[0. 1.],1.7701085921181483,1.7083159167975708
[1. 0.],[0. 1. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],[1. 0.],[0. 1.],-3.0952744763030706,-2.966409670677475
[0. 1.],[0. 0. 0. 1. 0.],[0. 0. 0. 0. 0. 1.],[0. 1.],[0. 1.],0.6051577165806732,0.6548566294792506
[0. 1.],[0. 1. 0. 0. 0.],[0. 0. 0. 0. 0. 1.],[0. 1.],[1. 0.],1.084843371213751,1.1815862731384108
[1. 0.],[1. 0. 0. 0. 0.],[0. 0. 0. 0. 1. 0.],[0. 1.],[1. 0.],1.2218964153946306,1.5107923004253858
[1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1.],[0. 1.],[0. 1.],0.3995781503093541,0.9182214513088307
[0. 1.],[1. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],[0. 1.],[0. 1.],-1.2450583798611987,-0.9253323014982296
[1. 0.],[0. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0.],[0. 1.],[0. 1.],-0.6968462031376811,-1.1228559178704147
[0. 1.],[0. 0. 0. 0. 1.],[0. 0. 0. 0. 0. 1.],[0. 1.],[1. 0.],0.3995781503093541,0.5231742185644607
[1. 0.],[1. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 1.],[1. 0.],[0. 1.],-1.656217512403837,-1.5179031506147846
[1. 0.],[0. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 0.],[1. 0.],[1. 0.],1.153369893304191,0.9840626567662257
[0. 1.],[0. 0. 0. 0. 1.],[0. 0. 1. 0. 0. 0.],[1. 0.],[1. 0.],0.8107372828519923,0.45733301310706564
[1. 0.],[0. 1. 0. 0. 0.],[0. 0. 0. 0. 0. 1.],[0. 1.],[1. 0.],0.8792638049424321,0.6548566294792506
[1. 0.],[0. 0. 0. 1. 0.],[1. 0. 0. 0. 0. 0.],[1. 0.],[0. 1.],0.4681046723997938,0.5231742185644607
[1. 0.],[0. 0. 0. 1. 0.],[0. 1. 0. 0. 0. 0.],[1. 0.],[0. 1.],0.19399858403803502,0.3914918076496706
[0. 1.],[1. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],[0. 1.],[0. 1.],-0.4227401147759223,-0.39860265783906956
[1. 0.],[0. 0. 0. 0. 1.],[0. 0. 0. 1. 0. 0.],[0. 1.],[1. 0.],2.044214680479907,1.774157122254966
[0. 1.],[0. 0. 1. 0. 0.],[0. 0. 1. 0. 0. 0.],[1. 0.],[0. 1.],-0.97095229149944,-0.8594910960408346
[1. 0.],[0. 0. 1. 0. 0.],[0. 0. 1. 0. 0. 0.],[1. 0.],[1. 0.],0.1254720619475953,-0.2010790414668845
[1. 0.],[0. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 0.],[0. 1.],[1. 0.],0.6051577165806732,0.5890154240218557
[1. 0.],[0. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 0.],[1. 0.],[0. 1.],1.153369893304191,1.1815862731384108
Coefficients,of,the,linear,regression,intercept,-75533082426969.48
40546901763725.83    &   40546901763738.734,-126863427276930.48    &   -126863427276930.5    &   -126863427276931.14    &   -126863427276931.44    &   -126863427276925.8,-2688553677312.4766    &   -2688553677313.2173    &   -2688553677311.5996    &   -2688553677313.7285    &   -2688553677311.5547    &   -2688553677311.735,93369566451574.0    &   93369566451577.72,71168595165967.42    &   71168595165970.75,3.375,11.07421875
